week_end_date,market,brand,product_description,upc,flavor,category,season,merchandise_condition,unit_sales,dollar_sales,price_per_unit
2022-03-05,MIDWEST,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,Feature And Display,813,5463.36,6.72
2022-03-05,MIDWEST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Winter,Feature Only,1478,12873.38,8.71
2022-03-05,TEXAS,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,2160,20152.8,9.33
2022-03-05,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Spring,No Merch,1491,11003.58,7.38
2022-03-05,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Display Only,679,4006.1,5.9
2022-03-05,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BUFFALO,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,569,3658.67,6.43
2022-03-05,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,721,4073.65,5.65
2022-03-05,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,1745,11237.8,6.44
2022-03-05,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,ORIGINAL,FROZEN PLANT-BASED MEAT,Winter,No Merch,364,2598.96,7.14
2022-03-05,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BACON,FROZEN PLANT-BASED MEAT,Winter,Price Reductions Only,1268,6441.44,5.08
2022-03-12,NORTHEAST,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,BACON,FROZEN PLANT-BASED MEAT,Spring,Display Only,2081,16502.33,7.93
2022-03-12,NORTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,2697,22789.65,8.45
2022-03-12,TEXAS,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,853,3770.26,4.42
2022-03-12,NEW YORK,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,926,5583.78,6.03
2022-03-12,FLORIDA,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1346,8977.82,6.67
2022-03-12,NEW YORK,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,HERB,FROZEN PLANT-BASED MEAT,Spring,No Merch,452,2906.36,6.43
2022-03-12,FLORIDA,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2045,13272.05,6.49
2022-03-12,TOTAL US,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1922,16221.68,8.44
2022-03-12,NEW YORK,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,2855,28321.6,9.92
2022-03-12,MIDWEST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,2266,19623.56,8.66
2022-03-12,FLORIDA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Display Only,2343,19048.59,8.13
2022-03-12,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,727,4456.51,6.13
2022-03-12,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Spring,No Merch,998,6516.94,6.53
2022-03-12,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,1162,8563.94,7.37
2022-03-12,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,1453,8558.17,5.89
2022-03-12,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1096,8603.6,7.85
2022-03-12,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Display Only,1467,10151.64,6.92
2022-03-12,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2920,17782.8,6.09
2022-03-12,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,3143,19989.48,6.36
2022-03-19,MIDWEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Display Only,2408,22009.12,9.14
2022-03-19,MIDWEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,3830,27729.2,7.24
2022-03-19,MIDWEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,497,3816.96,7.68
2022-03-19,FLORIDA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,734,5064.6,6.9
2022-03-19,NEW YORK,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,1381,7705.98,5.58
2022-03-19,FLORIDA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,690,3912.3,5.67
2022-03-19,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1809,18795.51,10.39
2022-03-19,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,1390,7478.2,5.38
2022-03-19,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Spring,Display Only,3180,19048.2,5.99
2022-03-19,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Display Only,1224,7331.76,5.99
2022-03-19,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,No Merch,1650,13150.5,7.97
2022-03-19,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,No Merch,1304,7289.36,5.59
2022-03-19,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1500,10650.0,7.1
2022-03-26,SOUTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,1178,10060.12,8.54
2022-03-26,FLORIDA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Display Only,526,3582.06,6.81
2022-03-26,TEXAS,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,No Merch,590,4696.4,7.96
2022-03-26,WEST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,1821,9378.15,5.15
2022-03-26,CALIFORNIA,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1353,10566.93,7.81
2022-03-26,TOTAL US,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,HERB,FROZEN PLANT-BASED MEAT,Spring,Display Only,740,4388.2,5.93
2022-03-26,TOTAL US,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,1449,6810.3,4.7
2022-03-26,NEW YORK,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1196,9304.88,7.78
2022-03-26,TOTAL US,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,413,1862.63,4.51
2022-03-26,MIDWEST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,1488,13243.2,8.9
2022-03-26,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,No Merch,744,4925.28,6.62
2022-03-26,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,3221,19036.11,5.91
2022-03-26,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,3507,16623.18,4.74
2022-03-26,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,2836,15739.8,5.55
2022-03-26,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Display Only,1033,6001.73,5.81
2022-04-02,NEW YORK,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,893,6447.46,7.22
2022-04-02,TOTAL US,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Display Only,1863,16375.77,8.79
2022-04-02,CALIFORNIA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1299,9963.33,7.67
2022-04-02,SOUTHEAST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1753,11534.74,6.58
2022-04-02,WEST,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1283,7107.82,5.54
2022-04-02,WEST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2707,19246.77,7.11
2022-04-02,WEST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,No Merch,1733,14435.89,8.33
2022-04-02,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,4023,37092.06,9.22
2022-04-02,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,2422,14701.54,6.07
2022-04-02,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2871,16938.9,5.9
2022-04-02,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Any Merch,870,6264.0,7.2
2022-04-02,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Display Only,893,6706.43,7.51
2022-04-09,SOUTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,3902,33323.08,8.54
2022-04-09,FLORIDA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,3758,35212.46,9.37
2022-04-09,NORTHEAST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,No Merch,1933,16275.86,8.42
2022-04-09,TEXAS,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,1063,8748.49,8.23
2022-04-09,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1017,7790.22,7.66
2022-04-09,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1794,11607.18,6.47
2022-04-09,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,3009,18505.35,6.15
2022-04-09,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Display Only,2741,15404.42,5.62
2022-04-09,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,1545,10073.4,6.52
2022-04-09,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2027,11310.66,5.58
2022-04-09,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Display Only,1907,12242.94,6.42
2022-04-09,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,1855,10851.75,5.85
2022-04-09,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,747,4332.6,5.8
2022-04-09,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Spring,No Merch,1039,6026.2,5.8
2022-04-09,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,592,3528.32,5.96
2022-04-09,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,No Merch,796,5046.64,6.34
2022-04-16,FLORIDA,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,BACON,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2966,21859.42,7.37
2022-04-16,TOTAL US,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature Only,3081,25787.97,8.37
2022-04-16,WEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,2067,16411.98,7.94
2022-04-16,TEXAS,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Feature Only,374,2954.6,7.9
2022-04-16,CALIFORNIA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,No Merch,1193,7623.27,6.39
2022-04-16,WEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,845,4410.9,5.22
2022-04-16,WEST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,447,3111.12,6.96
2022-04-16,TEXAS,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,378,2358.72,6.24
2022-04-16,NEW YORK,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Display Only,1853,17918.51,9.67
2022-04-16,NEW YORK,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2683,19532.24,7.28
2022-04-16,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1106,7189.0,6.5
2022-04-16,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1727,9723.01,5.63
2022-04-16,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2478,16354.8,6.6
2022-04-16,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Spring,Any Merch,1651,10847.07,6.57
2022-04-16,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,CLASSIC,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,770,5351.5,6.95
2022-04-16,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Display Only,1846,11999.0,6.5
2022-04-23,TEXAS,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,BACON,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,3323,30770.98,9.26
2022-04-23,TEXAS,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,2553,20602.71,8.07
2022-04-23,TEXAS,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Feature Only,2622,21159.54,8.07
2022-04-23,TOTAL US,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,1076,6918.68,6.43
2022-04-23,FLORIDA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,1341,9735.66,7.26
2022-04-23,FLORIDA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,HERB,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,790,3799.9,4.81
2022-04-23,TOTAL US,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Display Only,499,3852.28,7.72
2022-04-23,TOTAL US,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Display Only,785,5824.7,7.42
2022-04-23,TOTAL US,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Any Merch,1010,4423.8,4.38
2022-04-23,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,No Merch,1517,12257.36,8.08
2022-04-23,FLORIDA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,2688,23358.72,8.69
2022-04-23,TEXAS,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Display Only,1835,17175.6,9.36
2022-04-23,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,815,8671.6,10.64
2022-04-23,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,REGULAR,FROZEN PLANT-BASED MEAT,Spring,No Merch,1773,13545.72,7.64
2022-04-23,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,2424,14737.92,6.08
2022-04-23,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1036,7283.08,7.03
2022-04-23,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Spring,Display Only,1980,12454.2,6.29
2022-04-23,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BACON,FROZEN PLANT-BASED MEAT,Spring,Special Pack Only,671,3730.76,5.56
2022-04-23,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2972,15692.16,5.28
2022-04-23,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2992,15019.84,5.02
2022-04-30,MIDWEST,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,ORIGINAL,FROZEN PLANT-BASED MEAT,Spring,Any Merch,2373,14570.22,6.14
2022-04-30,CALIFORNIA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Price Reductions Only,2084,16401.08,7.87
2022-04-30,MIDWEST,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature And Display,1335,10413.0,7.8
2022-04-30,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Spring,No Merch,1794,13526.76,7.54
2022-04-30,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature Only,1448,10758.64,7.43
2022-04-30,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Spring,Feature Only,2733,16671.3,6.1
